id,title,genres,keywords,cast,director,overview,popularity,vote_average,vote_count,release_date,budget,revenue,runtime,original_language,release_year,return_on_investment,runtime_category,weighted_score,metadata_soup,soup_length
1452,Superman Returns,"['adventure', 'fantasy', 'action', 'sciencefiction']","['savingtheworld', 'dccomics', 'invulnerability', 'sequel', 'superhero', 'basedoncomicbook', 'kryptonite', 'superpowers', 'superhumanstrength', 'lexluthor']","['brandonrouth', 'kevinspacey', 'katebosworth', 'jamesmarsden', 'parkerposey']",bryansinger,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",57.925623,5.4,1400,2006-06-28,270000000.0,391081192.0,154.0,en,2006,0.4484488592592592,Long,5.792937313141737,savingtheworld dccomics invulnerability sequel superhero basedoncomicbook kryptonite superpowers superhumanstrength lexluthor brandonrouth kevinspacey katebosworth jamesmarsden parkerposey bryansinger adventure fantasy action sciencefiction,240
10764,Quantum of Solace,"['adventure', 'action', 'thriller', 'crime']","['killing', 'undercover', 'secretagent', 'britishsecretservice']","['danielcraig', 'olgakurylenko', 'mathieuamalric', 'judidench', 'giancarlogiannini']",marcforster,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",107.928811,6.1,2965,2008-10-30,200000000.0,586090727.0,106.0,en,2008,1.930453635,Standard,6.097003829553691,killing undercover secretagent britishsecretservice danielcraig olgakurylenko mathieuamalric judidench giancarlogiannini marcforster adventure action thriller crime,164
58,Pirates of the Caribbean: Dead Man's Chest,"['adventure', 'fantasy', 'action']","['witch', 'fortuneteller', 'bondage', 'exoticisland', 'monster', 'captain', 'cardgame', 'eastindiatradingcompany', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger']","['johnnydepp', 'orlandobloom', 'keiraknightley', 'stellanskarsgård', 'billnighy']",goreverbinski,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",145.847379,7.0,5246,2006-06-20,200000000.0,1065659812.0,151.0,en,2006,4.32829906,Long,6.764418750335695,witch fortuneteller bondage exoticisland monster captain cardgame eastindiatradingcompany compass ship daughter pirate swashbuckler aftercreditsstinger johnnydepp orlandobloom keiraknightley stellanskarsgård billnighy goreverbinski adventure fantasy action,256
57201,The Lone Ranger,"['action', 'adventure', 'western']","['texas', 'horse', 'survivor', 'texasranger', 'partner', 'outlaw', 'escape', 'lawyer', 'train', 'loneranger', 'comanche', 'theloneranger', 'tonto']","['johnnydepp', 'armiehammer', 'williamfichtner', 'helenabonhamcarter', 'jamesbadgedale']",goreverbinski,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",49.046956,5.9,2311,2013-07-03,255000000.0,89289910.0,149.0,en,2013,-0.6498434901960785,Standard,5.985141995198873,texas horse survivor texasranger partner outlaw escape lawyer train loneranger comanche theloneranger tonto johnnydepp armiehammer williamfichtner helenabonhamcarter jamesbadgedale goreverbinski action adventure western,219
49521,Man of Steel,"['action', 'adventure', 'fantasy', 'sciencefiction']","['savingtheworld', 'dccomics', 'superhero', 'basedoncomicbook', 'superhuman', 'alieninvasion', 'reboot', 'superpowers', 'dcextendeduniverse']","['henrycavill', 'amyadams', 'michaelshannon', 'kevincostner', 'dianelane']",zacksnyder,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",99.398009,6.5,6359,2013-06-12,225000000.0,662845518.0,143.0,en,2013,1.94598008,Standard,6.408537852840925,savingtheworld dccomics superhero basedoncomicbook superhuman alieninvasion reboot superpowers dcextendeduniverse henrycavill amyadams michaelshannon kevincostner dianelane zacksnyder action adventure fantasy sciencefiction,223
2454,The Chronicles of Narnia: Prince Caspian,"['adventure', 'family', 'fantasy']","['basedonnovel', 'fictionalplace', 'brothersisterrelationship', 'lion', 'humanbeing', 'wretch', 'leapintime', 'matteroflifeanddeath', 'faith', 'uncle', 'narnia', 'fantasyworld']","['benbarnes', 'williammoseley', 'annapopplewell', 'skandarkeynes', 'georgiehenley']",andrewadamson,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",53.978602,6.3,1630,2008-05-15,225000000.0,419651413.0,150.0,en,2008,0.8651173911111111,Standard,6.189842058262657,basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld benbarnes williammoseley annapopplewell skandarkeynes georgiehenley andrewadamson adventure family fantasy,247
24428,The Avengers,"['sciencefiction', 'action', 'adventure']","['newyork', 'shield', 'marvelcomic', 'superhero', 'basedoncomicbook', 'alieninvasion', 'superheroteam', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse']","['robertdowneyjr.', 'chrisevans', 'markruffalo', 'chrishemsworth', 'scarlettjohansson']",josswhedon,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",144.448633,7.4,11776,2012-04-25,220000000.0,1519557910.0,143.0,en,2012,5.907081409090909,Standard,7.223399356187434,newyork shield marvelcomic superhero basedoncomicbook alieninvasion superheroteam aftercreditsstinger duringcreditsstinger marvelcinematicuniverse robertdowneyjr. chrisevans markruffalo chrishemsworth scarlettjohansson josswhedon sciencefiction action adventure,261
1865,Pirates of the Caribbean: On Stranger Tides,"['adventure', 'action', 'fantasy']","['sea', 'captain', 'mutiny', 'sword', 'primeminister', 'sailing', 'silver', 'ship', 'duke', 'mermaid', 'pirate', 'soldier', 'battle', 'swashbuckler', 'aftercreditsstinger', '3d']","['johnnydepp', 'penélopecruz', 'ianmcshane', 'kevinmcnally', 'geoffreyrush']",robmarshall,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",135.413856,6.4,4948,2011-05-14,380000000.0,1045713802.0,136.0,en,2011,1.7518784263157894,Standard,6.316610897512407,sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d johnnydepp penélopecruz ianmcshane kevinmcnally geoffreyrush robmarshall adventure action fantasy,227
41154,Men in Black 3,"['action', 'comedy', 'sciencefiction']","['timetravel', 'timemachine', 'alien', 'fictionalgovernmentagency', 'seeingthefuture', 'changinghistory']","['willsmith', 'tommyleejones', 'joshbrolin', 'michaelstuhlbarg', 'emmathompson']",barrysonnenfeld,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",52.035179,6.2,4160,2012-05-23,225000000.0,624026776.0,106.0,en,2012,1.7734523377777778,Standard,6.166952553160543,timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory willsmith tommyleejones joshbrolin michaelstuhlbarg emmathompson barrysonnenfeld action comedy sciencefiction,196
122917,The Hobbit: The Battle of the Five Armies,"['action', 'adventure', 'fantasy']","['corruption', 'elves', 'dwarves', 'orcs', 'middle-earth(tolkien)', 'hobbit', 'dragon', 'battle', 'unlikelyfriendship', 'epicbattle', 'swordandsorcery']","['martinfreeman', 'ianmckellen', 'richardarmitage', 'kenstott', 'grahammctavish']",peterjackson,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",120.965743,7.1,4760,2014-12-10,250000000.0,956019788.0,144.0,en,2014,2.824079152,Standard,6.819205897623393,corruption elves dwarves orcs middle-earth(tolkien) hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery martinfreeman ianmckellen richardarmitage kenstott grahammctavish peterjackson action adventure fantasy,222
1930,The Amazing Spider-Man,"['action', 'adventure', 'fantasy']","['lossoffather', 'vigilante', 'serum', 'marvelcomic', 'scientificexperiment', 'spiderbite', 'maskedvigilante', 'reboot', 'superpowers', 'geneticengineering', 'socialoutcast', 'duringcreditsstinger']","['andrewgarfield', 'emmastone', 'rhysifans', 'denisleary', 'campbellscott']",marcwebb,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",89.866276,6.5,6586,2012-06-27,215000000.0,752215857.0,136.0,en,2012,2.4986784046511628,Standard,6.411002349707777,lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger andrewgarfield emmastone rhysifans denisleary campbellscott marcwebb action adventure fantasy,255
20662,Robin Hood,"['action', 'adventure']","['robinhood', 'archer', 'knight', 'sherwoodforest', 'bowandarrow', 'middleages', 'medieval', 'kingofengland']","['russellcrowe', 'cateblanchett', 'maxvonsydow', 'williamhurt', 'markstrong']",ridleyscott,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",37.668301,6.2,1398,2010-05-12,200000000.0,310669540.0,140.0,en,2010,0.5533477,Standard,6.138749287751268,robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland russellcrowe cateblanchett maxvonsydow williamhurt markstrong ridleyscott action adventure,175
57158,The Hobbit: The Desolation of Smaug,"['adventure', 'fantasy']","['elves', 'dwarves', 'orcs', 'hobbit', 'dragon', 'wizard', 'swordandsorcery']","['martinfreeman', 'ianmckellen', 'richardarmitage', 'kenstott', 'grahammctavish']",peterjackson,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",94.370564,7.6,4524,2013-12-11,250000000.0,958400000.0,161.0,en,2013,2.8336,Long,7.1643166407139125,elves dwarves orcs hobbit dragon wizard swordandsorcery martinfreeman ianmckellen richardarmitage kenstott grahammctavish peterjackson adventure fantasy,152
2268,The Golden Compass,"['adventure', 'fantasy']","['england', 'compass', 'experiment', 'lordship', 'uncle', 'polarbear', 'orphan', 'animal', 'basedonyoungadultnovel']","['dakotabluerichards', 'nicolekidman', 'danielcraig', 'samelliott', 'evagreen']",chrisweitz,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",42.990906,5.8,1303,2007-12-04,180000000.0,372234864.0,113.0,en,2007,1.0679714666666666,Standard,5.970983699903929,england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel dakotabluerichards nicolekidman danielcraig samelliott evagreen chrisweitz adventure fantasy,181
254,King Kong,"['adventure', 'drama', 'action']","['filmbusiness', 'screenplay', 'showbusiness', 'filmmaking', 'filmproducer', 'exoticisland', 'monster', 'indigenous', 'ship', 'dinosaur']","['naomiwatts', 'jackblack', 'adrienbrody', 'thomaskretschmann', 'colinhanks']",peterjackson,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",61.22601,6.6,2337,2005-12-14,207000000.0,550000000.0,187.0,en,2005,1.6570048309178744,Long,6.376406618498395,filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur naomiwatts jackblack adrienbrody thomaskretschmann colinhanks peterjackson adventure drama action,204
597,Titanic,"['drama', 'romance', 'thriller']","['shipwreck', 'iceberg', 'ship', 'panic', 'titanic', 'oceanliner', 'epic', 'richwoman-poorman', 'love', 'disaster', 'tragiclove', 'classdifferences', 'imax', 'starcrossedlovers', 'steerage', 'salvage', 'richsnob', '3d', '1910s']","['katewinslet', 'leonardodicaprio', 'francesfisher', 'billyzane', 'kathybates']",jamescameron,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",100.025899,7.5,7562,1997-11-18,200000000.0,1845034188.0,194.0,en,1997,8.22517094,Long,7.224676417479916,shipwreck iceberg ship panic titanic oceanliner epic richwoman-poorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s katewinslet leonardodicaprio francesfisher billyzane kathybates jamescameron drama romance thriller,270
271110,Captain America: Civil War,"['adventure', 'action', 'sciencefiction']","['civilwar', 'war', 'marvelcomic', 'sequel', 'superhero', 'basedoncomicbook', 'imax', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse', '3d']","['chrisevans', 'robertdowneyjr.', 'scarlettjohansson', 'sebastianstan', 'anthonymackie']",anthonyrusso,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",198.372395,7.1,7241,2016-04-27,250000000.0,1153304495.0,147.0,en,2016,3.61321798,Standard,6.895934554582704,civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d chrisevans robertdowneyjr. scarlettjohansson sebastianstan anthonymackie anthonyrusso adventure action sciencefiction,249
44833,Battleship,"['thriller', 'action', 'adventure', 'sciencefiction']","['fight', 'u.s.navy', 'mindreading', 'hongkong', 'soccer', 'scientist', 'fictionalwar', 'naval', 'armada', 'battleship', 'navalcombat', 'jdsmyoko', 'lostcommunication', 'taser', 'buoy', 'communicationsexpert', 'jointchiefsofstaff', 'crashlanding', 'jetfighterpilot', 'navylieutenant', 'permissiontomarry', 'ussjohnpauljones', 'basedonboardgame', 'aftercreditsstinger', 'mightymo', 'ussmissouri']","['taylorkitsch', 'alexanderskarsgård', 'rihanna', 'brooklyndecker', 'tadanobuasano']",peterberg,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",64.928382,5.5,2114,2012-04-11,209000000.0,303025485.0,131.0,en,2012,0.4498827033492823,Standard,5.775439782126861,fight u.s.navy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri taylorkitsch alexanderskarsgård rihanna brooklyndecker tadanobuasano peterberg thriller action adventure sciencefiction,436
135397,Jurassic World,"['action', 'adventure', 'sciencefiction', 'thriller']","['monster', 'dna', 'tyrannosaurusrex', 'velociraptor', 'island', 'sequel', 'suspense', 'disaster', 'escape', 'dinosaur', 'amusementpark', 'animalattack', 'themepark', 'jurassicpark', '3d', 'animalhorror']","['chrispratt', 'brycedallashoward', 'irrfankhan', ""vincentd'onofrio"", 'nickrobinson']",colintrevorrow,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",418.708552,6.5,8662,2015-06-09,150000000.0,1513528810.0,124.0,en,2015,9.090192066666669,Standard,6.428597786263209,monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror chrispratt brycedallashoward irrfankhan vincentd'onofrio nickrobinson colintrevorrow action adventure sciencefiction thriller,281
37724,Skyfall,"['action', 'adventure', 'thriller']","['spy', 'secretagent', 'sociopath', 'killer', 'artgallery', 'britishsecretservice', 'istanbulturkey', 'imax', 'uzi', 'boobytrap', 'impersonatingapoliceofficer', 'macao']","['danielcraig', 'judidench', 'javierbardem', 'ralphfiennes', 'naomieharris']",sammendes,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",93.004993,6.9,7604,2012-10-25,200000000.0,1108561013.0,143.0,en,2012,4.542805065,Standard,6.7427188209436375,spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao danielcraig judidench javierbardem ralphfiennes naomieharris sammendes action adventure thriller,229
